co_code	company_name	co_stkdate	bse_pb	nse_pb	eps_on_stkdate
35222	BHUSHAN STEEL LTD.	20090803	1.6262	1.6227	108.2628
35306	BHUWALKA STEEL INDS. LTD.	20090803	1.0824	NA	-17.9093
35499	ADITYA BIRLA CHEMICALS (INDIA) LTD. [MERGED]	20090803	0.6332	0.6319	20.3536
35532	BIHAR SPONGE IRON LTD.	20090803	NA	NA	-1.8547
35548	A P L APOLLO TUBES LTD.	20090803	0.5792	NA	0.5518
35793	BIMETAL BEARINGS LTD.	20090803	0.5581	NA	13.1503
35841	BINANI CEMENT LTD.	20090803	2.0794	2.0794	8.0546
35843	BINANI INDUSTRIES LTD.	20090803	1.1284	1.1319	4.5512
36073	BIOCON LTD.	20090803	3.3922	3.3958	6.3445
36081	BIOFIL CHEMICALS & PHARMACEUTICALS LTD.	20090803	NA	NA	-0.3693
36112	BIOPAC INDIA CORPN. LTD.	20090803	1.0569	NA	0.4464
36277	3M INDIA LTD.	20090803	4.3132	4.2804	45.61
36278	IDEA CELLULAR LTD.	20090803	2.1311	2.1245	3.3512
36288	BIRLA CAPITAL & FINANCIAL SERVICES LTD.	20090803	1.6975	NA	-0.0512
36303	BIRLA CORPORATION LTD.	20090803	1.6713	1.675	50.103
